mwe_template	semantic_tags
cut_NOUN and_CCONJ thrust_NOUN	S7.3+
cut_NOUN back*_NOUN	N5-/A2.1
cut_VERB dead_ADJ	B2-
cutting_* edge_NOUN	T1.1.2 S1.1.3+
cuttings_NOUN agenc*_NOUN	Q4.2/I2.1c
cyber_NOUN punk_NOUN	Y2
cycl*_NOUN path*_NOUN	M3
cycle_NOUN lane*_NOUN	M3
cycling_NOUN holiday*_NOUN	K1/M3
cystic_ADJ fibrosis_NOUN	B2-
dab*_* {PRON/ADV/Np} on_ADV	A1.1.1
dab_* hand_NOUN	X9.1+
dado_NOUN rail*_NOUN	H5
dairy_NOUN butter_NOUN	F1
dairy_NOUN cattle_NOUN	F4/L2
dairy_NOUN cow*_NOUN	F4/L2
dairy_NOUN farm_NOUN	F4/H1
dairy_NOUN farmer*_NOUN	F4/S2mf
dairy_NOUN farming_NOUN	F4
dairy_NOUN herd*_NOUN	F4/L2
dairy_NOUN ice_NOUN cream*_NOUN	F1
dairy_NOUN produce_NOUN	F1
dairy_NOUN product*_NOUN	F1
daisy_NOUN chain_NOUN	L3/B5
damn_INTJ well_INTJ	A7+
damp_* proof*_*	O4.1 A1.1.1
damp_ADJ rot_NOUN	A1.1.2
damp_NOUN course_NOUN	H1
danc*_* the_DET {ADJ/INTJ} night_NOUN away_ADV	K1
danc*_* {ADV} around_ADV	K1
dance_* band*_NOUN	K2/S5
dance_* class*_NOUN	K2
dance_* hall*_NOUN	K2/H1
dance_* music_NOUN	K2
dance_NOUN band*_NOUN	K2c
dance_NOUN club*_NOUN	K1/H1c K1/S5+c
dance_NOUN floor*_NOUN	K1/H2
dance_NOUN hall*_NOUN	K1/H1c
dance_NOUN music_NOUN	K2
dance_NOUN routine*_NOUN	K4
dance_NOUN song*_NOUN	K2
dancing_NOUN girl*_NOUN	K1/S2.1f
dancing_NOUN school*_NOUN	K1/P1c
dandruff_NOUN shampoo_NOUN	B4
danger_NOUN area_NOUN	A15-
dark_ADJ ages_NOUN	T1.1.1
dark_ADJ haired_ADJ	B1/O4.3
dark_ADJ room*_NOUN	C1/H2
darn_* sight_NOUN	A13.3
darned_* sight_NOUN	A13.3
dash*_* {ADV} about_ADV	M1/N3.8+
dash*_* {ADV} around_ADV	M1/N3.8+
dash*_* {PRON/ADV/Np} back_ADV	M1/N3.8+ M2/N3.8+
dash*_* {PRON/ADV/Np} off_ADV	M1/N3.8+ A1.1.1/N3.8+
dash*_* {PRON/ADV/Np} out_ADV	M1/N3.8+ M2/N3.8+
data_NOUN access_NOUN	Y2
data_NOUN acquistion_NOUN analysis_NOUN	Y2
data_NOUN base*_NOUN	Y2
data_NOUN filtering_NOUN	Y2
data_NOUN harvester*_NOUN	Y2
data_NOUN mining_NOUN	Y2
data_NOUN processing_NOUN	Y2
data_NOUN processor*_NOUN	Y2
data_NOUN reuse_NOUN	Y2
data_NOUN set*_NOUN	Y2
data_NOUN tag*_NOUN	Y2
data_NOUN transfer*_NOUN	Y2
date_NOUN of_ADP {ADJ/INTJ} birth_NOUN	T1.2/S4
date_NOUN rape*_NOUN	G2.1-/S3.2
dating_* agencies_NOUN	S3.2/I2.1
dating_* agency_NOUN	S3.2/I2.1
dating_* service*_NOUN	S8+/S3.2
daughter*_NOUN in_ADP law_NOUN to_PART be_VERB	S4/T1.1.3f
daughter_NOUN in_ADP law_NOUN	S4f
dawn_NOUN chorus_NOUN	L2/X3.2
day*_NOUN out_*	K1/T1.3
day_* care_NOUN centre*_NOUN	S8+/H1
day_NOUN *_NUM	T1.2
day_NOUN after_* recall_NOUN	X2.2/N4
day_NOUN boy*_NOUN	P1/S2.2m
day_NOUN by_ADP day_NOUN	A6.2+ N6+
day_NOUN care_NOUN	B3
day_NOUN centre*_NOUN	B3/H1c
day_NOUN course*_NOUN	P1
day_NOUN excursion*_NOUN	M1/K1
day_NOUN light_NOUN	O4.3
day_NOUN one_NUM	T2+
day_NOUN release_NOUN	T1.3/P1
day_NOUN release_NOUN course*_NOUN	P1
day_NOUN to_* day_NOUN	A6.2+ N6+
day_NOUN to_ADP day_NOUN basis_NOUN	A6.2+ N6+
day_NOUN trip*_NOUN	M1/T1.3
day_NOUN tripper*_NOUN	M1/S2mf
day_NOUN walk*_NOUN	M1/K1
day_NOUN wear_NOUN	B5/T1.3
de_ADJ facto_ADJ	A5.2+
de_ADJ luxe_ADJ	O4.2+
de_ADV faCTO_ADV	A5.4+
dead_* beat_*	B2-
dead_* set_* against_ADP	E2-
dead_ADJ and_CCONJ buried_*	L1-
dead_ADJ as_ADP a_DET {ADJ/INTJ} doornail_NOUN	T2- L1-
dead_ADJ end_NOUN job*_NOUN	I3.1/A5.1-
dead_ADJ loss*_NOUN	X9.2-
dead_ADJ of_ADP night_NOUN	T1.2
dead_ADJ to_ADP the_DET world_NOUN	B1
dead_ADJ weight_NOUN	A1.5.2- N3.6+
deaden*_VERB the_DET noise_NOUN	X3.2-/A2.1
deadly_ADJ nightshade_NOUN	L3
deaf_ADJ aid*_NOUN	X3.2/B3
deafening_ADJ silence_NOUN	A1.1.1- Q2.2-
deanery_NOUN synod*_NOUN	S9c
dear_* ,_PUNCT oh_INTJ dear_INTJ !_PUNCT	Z4
dear_* me_PRON	Z4
dear_* oh_INTJ dear_INTJ !_PUNCT	Z4
dearie_NOUN me_PRON	Z4
death's-head_NOUN moth*_NOUN	L2
death_NOUN bed_NOUN	L1-/H5
death_NOUN camp*_NOUN	G2.1/M7c
death_NOUN certificate*_NOUN	L1-/Q1.2
death_NOUN penalty_NOUN	G2.1
death_NOUN rate_NOUN	L1-/N5
death_NOUN rattle_NOUN	L1-/X3.2
death_NOUN row_NOUN	G2.1/H4
death_NOUN slide*_NOUN	K5.1
death_NOUN squad*_NOUN	G2.1-/S4 G2.2-/S4
debt_NOUN collecting_NOUN	I1.2
decaffeinated_ADJ coffee_NOUN	F2
decision_NOUN making_*	X6+
decision_NOUN {ADV/VERB} taken_VERB	X6+
deck*_* {PRON/ADV/Np} up_ADV	B5 A1.1.1
deck_NOUN chair*_NOUN	H5
declaim*_VERB against_ADP	Q2.2
decompression_NOUN chamber*_NOUN	M4/M7
decompression_NOUN sickness_NOUN	M4/B2-
decorat*_* {PRON/Np} out_ADV	H5
decree_NOUN nisi_X	G2.1/S4-
deed_NOUN poll*_NOUN	G2.1
deep-sea_ADJ diver*_NOUN	M4/S2mf
deep-sea_ADJ diving_NOUN	M4/A1.1.1
deep-sea_ADJ fishing_NOUN	F4/M4
deep_* freeze*_NOUN	O4.6-/O3
deep_* inside_ADV	M6 E1
deep_* seated_*	N5+
deep_ADJ fryer*_NOUN	F1/O2
deep_ADJ sea_NOUN	M4
deep_ADJ space_NOUN	W1
deep_ADJ structure_NOUN	Q3
deep_ADJ vein_NOUN thrombosis_NOUN	B2-
deep_ADV down_ADV	A10- M6
deep_ADV freeze_VERB	O4.6-/03
deep_ADV fried_ADJ	F1
deep_ADV rooted_VERB	T3+
defeat*_VERB the_DET whole_ADJ {ADJ/INTJ} object_NOUN	A1.2-
defence_NOUN counsel_NOUN	G2.1/S5
defence_NOUN forces_NOUN	G3
defibrillisation_NOUN unit*_NOUN	B3
defus*_* {ADV} out_ADV	M1
deja_NOUN vu_NOUN	X3.4/N4
delegat*_* {PRON/ADV/Np} down_ADV	A9-
delete_* key_ADJ	Y2
delivery_NOUN charge*_NOUN	M1/I1.3
delivery_NOUN suite*_NOUN	B3/H2
demi_* god*_NOUN	S9m
demo_NOUN tape*_NOUN	K3
demonstrator_NOUN project*_NOUN	Y2
denim_NOUN jacket*_NOUN	B5
dental_ADJ care_NOUN	B3
dental_ADJ health_NOUN	B2+
dental_ADJ health_NOUN education_NOUN	B3/P1
dental_ADJ hospital*_NOUN	B3/H1c
dental_ADJ hygienist*_NOUN	B3/S2mf
dental_ADJ nurse*_NOUN	B3/S2mf
dental_ADJ school*_NOUN	P1/B3c
denture_NOUN cleaning_NOUN	B4
deoxyribonucleic_ADJ acid_NOUN	O1
department*_NOUN of_ADP state_NOUN	G1.1c
department_NOUN store*_NOUN	I2.2/H1c
departmental_ADJ book_NOUN manager*_NOUN	Q4.1/S2mf
departmental_ADJ head*_NOUN	S7.1+/S2mf
departure_NOUN lounge*_NOUN	H2/M1
dependence_NOUN allowance*_NOUN	I1.1/G1.1
dependent_ADJ upon_*	A2.2 S7.1-
depending_ADP on_ADP	A2.2
deposit_NOUN account*_NOUN	I1.1
deposit_NOUN book*_NOUN	Q1.2/I1.1
deputy_ADJ head*_NOUN	P1/S2mf S7.1+/S2mf
deputy_NOUN head*_NOUN	P1/S2mf S7.1+/S2mf
deputy_NOUN leader*_NOUN	S7.1+/S2mf
deputy_NOUN manager*_NOUN	S7.1+/S2mf
dereliction_NOUN of_* duty_NOUN	A1.9/I3.1
dereliction_NOUN of_* duty_NOUN	A1.9/I3.1
desert_* boots_NOUN	B5 G3/B5
desert_NOUN area*_NOUN	W3
desert_NOUN island*_NOUN	W3
desiccated_ADJ coconut_NOUN	F1
design_NOUN director*_NOUN	C1/S2mf
design_NOUN engineer*_NOUN	Y1/S2mf
design_NOUN technology_NOUN	C1
designer_NOUN clothes_NOUN	B5
designer_NOUN draughtsm*n_NOUN	C1/S2mf
designer_NOUN jeans_NOUN	B5
designer_NOUN label*_NOUN	B5
desk-top_ADJ publishing_NOUN	Y2/Q1.2
desk_NOUN job*_NOUN	Q1.2/I3.1
desk_NOUN top*_NOUN	Y2 H5
desk_NOUN top_NOUN publishing_*	Y2/Q1.2
desk_NOUN work_NOUN	Q1.2
desktop_NOUN publishing_NOUN	Y2
destroy_* top*_NOUN	B5
detached_ADJ house*_NOUN	H1
detached_ADJ retina_NOUN	B1
detective_NOUN chief_NOUN inspector_NOUN	S7.1+/S2mf G2.1/S2mf
detective_NOUN chief_NOUN superintendent_NOUN	S7.1+/S2mf G2.1/S2mf
detective_NOUN constable_NOUN	S7.1+/S2mf G2.1/S2mf
detective_NOUN inspector_NOUN	S7.1+/S2mf G2.1/S2mf
detective_NOUN sergeant_NOUN	S7.1+/S2mf G2.1/S2mf
detective_NOUN story_NOUN	Q4.1
detective_NOUN superintendent_NOUN	S7.1+/S2mf G2.1/S2mf
detention_NOUN center*_NOUN	G2.1/H1
detention_NOUN centre*_NOUN	G2.1/H1
detention_NOUN home*_NOUN	G2.1/H1
developing_ADJ countr*_NOUN	M7/A2.1+
development_NOUN area*_NOUN	A2.1+/M7
development_NOUN manager*_NOUN	I2.1/S2mf
dewy_ADJ eyed_ADJ	E1
diabetes_NOUN insipidus_*	B2-
dial*_VERB out_*	Q1.3
dial_VERB code*_NOUN	Q1.3/N1
dial_VERB tone*_NOUN	Q1.3/X3.2
dialect_NOUN word_NOUN	Q3
diametrically_ADV opposed_ADJ	A6.1-
diamond_NOUN necklace_NOUN	B5
diamond_NOUN ring*_NOUN	B5
diamond_NOUN wedding*_NOUN	S4/T1.2
die*_* a_DET {ADJ/INTJ} death_NOUN	T2-
die*_VERB {ADV} down_ADV	N5-/A2.1
die*_VERB {ADV} off_ADV	T2- L1-
die*_VERB {ADV} out_ADV	T2- L1-
different_ADJ as_* chalk_NOUN and_CCONJ cheese_NOUN	A6.1-
dig*_* *_DET {ADJ/INTJ} heels_NOUN in_ADV	A2.1-
dig*_* {ADV} down_ADV	A1.1.1 X2.4
dig*_* {PRON/ADV/Np} in_ADV	A1.7+ A1.7+ A1.1.1
dig*_* {PRON/ADV/Np} out_ADV	X2.4 A1.1.1 S8+
dig*_* {PRON/ADV/Np} over_ADV	A1.1.1
dig*_* {PRON/ADV/Np} up_ADV	A1.1.1 A10+
digestive_ADJ system_NOUN	B1
digestive_ADJ tract_NOUN	B1
digital_ADJ analogue_NOUN converter*_NOUN	Y2
digital_ADJ box*_NOUN	K3
digital_ADJ librar*_NOUN	Q4.1/Y2
digital_ADJ watch*_NOUN	T1/O3
diminished_ADJ responsibility_NOUN	G2.1
dimmer_ADJ switch*_NOUN	O4.3/A2.1
dining_* room*_NOUN	H2
dining_NOUN car*_NOUN	M3/F1
dining_NOUN hall_NOUN	F1/H2
dining_NOUN table*_NOUN	H5
dinner_NOUN dance*_NOUN	K1
dinner_NOUN jacket*_NOUN	B5
dinner_NOUN ladies_NOUN	F1/S2.1f
dinner_NOUN lady_NOUN	F1/S2.1f
dinner_NOUN money_NOUN	F1/I1
dinner_NOUN monies_NOUN	F1/I1
dinner_NOUN parties_NOUN	F1/S1.1.3
dinner_NOUN party_NOUN	F1/S1.1.3
dinner_NOUN plate*_NOUN	F1/O2
dinner_NOUN set*_NOUN	O2/F1
dinner_NOUN table*_NOUN	H5/F1
dinner_NOUN tie*_NOUN	B5
dinner_NOUN time*_NOUN	F1/T1.3
diploma_NOUN of_ADP occupational_ADJ studies_NOUN	P1
direct_ADJ debit_NOUN	I1.2
direct_ADJ labour_NOUN	I3.1
direct_ADJ speech_NOUN	Q3
direct_ADJ {ADJ/INTJ} mail_NOUN	Q1.2
directional_ADJ drawing_NOUN surveyor*_NOUN	H1/S2mf
director*_NOUN of_ADP communications_NOUN	Q1.1/S2mf
director_NOUN 's_PART note*_NOUN	K4
directory_NOUN enquiries_NOUN	Q1.3
dirt_NOUN cheap_ADJ	I1.3-
dirt_NOUN track*_NOUN	M3
dirty_ADJ old_ADJ m*n_NOUN	O4.2-/S2.2m
disability_NOUN allowance*_NOUN	I1/B2-
disabled_ADJ sticker*_NOUN	M3/B2-
disaster_NOUN area*_NOUN	A5.1-/M7 A5.1-
disaster_NOUN fund*_NOUN	S8+/I1
disc_NOUN jockey_NOUN	K2/S2mf
disc_NOUN valve_NOUN induction_NOUN	O2/M3
disciplinary_ADJ board*_NOUN	G2.1c
disco_NOUN dancing_NOUN	K1
disco_NOUN floor*_NOUN	K1
disco_NOUN light*_NOUN	O4.3/K1
disco_NOUN music_NOUN	K2
discount_NOUN card*_NOUN	O2/I1.3-
discourse_NOUN analysis_NOUN	Q3
dish*_* {PRON/ADV/Np} out_*	A9-
dish*_* {PRON/ADV/Np} up_ADV	F1 A9-
disk_NOUN operating_NOUN system_NOUN	Y2
dispatch_NOUN rider*_NOUN	M3/S2mf
dispensing_* bar*_NOUN	F2
displaced_ADJ person*_NOUN	M1/S2mf
dispos*_* of_ADP	X7- L1-@
disposal_NOUN squad*_NOUN	G3/S5+c
distance_NOUN learning_NOUN	P1
distance_NOUN study_NOUN	P1
district_NOUN commissioner*_NOUN	S7.1+/S2mf
district_NOUN council*_NOUN	G1.1c
district_NOUN nurse*_NOUN	B3/S2mf
dither*_* {ADV} about_ADV	A7-
div*_* {ADV} in_ADV	M1 S1.1.3+
dive*_VERB {ADV} off_ADV	M1
dive_NOUN bomb*_*	G3 E3-
divid*_* {PRON/ADV/Np} up_ADV	S1.1.2+
dividing_* line*_NOUN	A6.1-
divine_ADJ right_NOUN	S9/S7.4+
diving_* board_NOUN	M4/O2
diving_* {ADV} off_ADV	M1
diving_ADJ suit_NOUN	M4/B5
diving_NOUN bell*_NOUN	M4
diving_NOUN initiative_NOUN centre*_NOUN	M4/M7c
division_NOUN *_NUM	Z3c
divisional_ADJ commander*_NOUN	G2.1/S2mf
divorce_VERB rate_NOUN	S4-/N5
dizzy_ADJ heights_NOUN	S7.1+
do*_* {ADV} away_ADV with_*	A9- L1- T2-
do*_VERB *_DET {ADJ/INTJ} nut_NOUN	E3-
do*_VERB n't_PART {ADV} do_VERB anything_PRON for_ADP	E2-
do*_VERB {PRON/DET/INTJ/Np/ADJ} justice_NOUN	A1.2+ G2.2+
do_* gooder*_*	S8+/S2mf
do_* it_* yourselfer*_*	H1/S2mf
do_* it_PRON your_DET selfer*_*	C1/S2mf
do_* it_PRON yourself_PRON	C1
do_VERB me_PRON a_DET favour_NOUN	Z4
do_VERB n't_PART get_VERB me_PRON wrong_ADJ	Z4
do_VERB the_DET ticket_NOUN	X9.2+
do_VERB you_PRON know_VERB what_DET I_PRON mean_VERB	Z4
do_VERB you_PRON see_VERB	Z4
do_VERB you_PRON see_VERB what_DET I_PRON mean_VERB	Z4
do_VERB you_PRON {ADV} think_VERB	Z4
dock_NOUN worker*_NOUN	M4/S2mf
doctor*_NOUN of_ADP science_NOUN	P1mfn
doctor_NOUN 's_PART degree_NOUN	P1
doctor_NOUN 's_PART note_NOUN	B2-/Q1.2
document_NOUN zoning_NOUN	Y2
dodg*_* {ADV} around_ADV	M1 A1.9
dodg*_* {ADV} out_ADV	M1
doer_* upper*_NOUN	O4.2+/S2mf
does_VERB n't_PART {ADV} do_VERB {PRON/DET/INTJ/Np/ADJ} justice_NOUN	A1.2- G2.2-
dog_NOUN 's_PART body_NOUN	S7.1-/S2mf
dog_NOUN 's_PART home*_NOUN	L2/H1c
dog_NOUN behaviourist*_NOUN	L2/S2mf
dog_NOUN biscuit*_NOUN	L2/F1
dog_NOUN breeder*_NOUN	L2/S2mf
dog_NOUN collar*_NOUN	B5/S9 L2/B5
dog_NOUN eat_VERB dog_NOUN	S7.3+
dog_NOUN food_NOUN	F1/L2
dog_NOUN handler*_NOUN	L2/S2mf
dog_NOUN show*_NOUN	L2/A10+
dog_NOUN tag*_NOUN	G3/O2 L2/O2 B5
dog_NOUN track*_NOUN	K5.1/M7
dog_NOUN walking_NOUN	L2/K1
doggy_NOUN bag_NOUN	F1
doggy_NOUN paddle_NOUN	M4
dogs_NOUN body*_*	S7.1-/S2mf
dole*_VERB {PRON/ADV/Np} out_ADV	A9-
dole_NOUN money_NOUN	I1/I3.1-
dole_NOUN office*_NOUN	G1.1/H1c
dole_NOUN queue_NOUN	I3.1-
doling_* {PRON/ADV/Np} out_ADV	A9-
doll*_* {PRON/ADV/Np} up_ADV	B5 O4.2+/A2.1
doll_NOUN 's_PART house*_NOUN	K6
domestic_ADJ agencies_NOUN	B4/I2.1
domestic_ADJ agency_NOUN	B4/I2.1c
domestic_ADJ help_NOUN	B4/S2mf
domestic_ADJ science_NOUN	H4/Y1
domestic_ADJ science_NOUN teacher*_NOUN	P1/S2mf
domestic_ADJ services_NOUN	B4
domestic_ADJ staff_NOUN	B4/S5+
doner_* kebab*_NOUN	F1
donkey_NOUN 's_PART tail_NOUN	K5.2
donkey_NOUN jacket*_NOUN	B5
donkey_NOUN work_NOUN	A1.1.1
donor_NOUN card*_NOUN	B1/Q1.2
donor_NOUN organ*_NOUN	B1/A9-
doom_* and_CCONJ gloom_*	E4.1-
door_NOUN chain*_NOUN	O2
door_NOUN frame*_NOUN	H2
door_NOUN handle*_NOUN	H5
door_NOUN stop_NOUN	H5
door_NOUN to_ADP door_NOUN	H3
door_NOUN to_ADP door_NOUN salesm*n_NOUN	I2.2/S2m
dope_NOUN peddler*_NOUN	F3/S2mf
dope_NOUN pusher*_NOUN	F3/S2mf
dormer_NOUN bungalow*_NOUN	H1
doss*_* {ADV} about_ADV	K1
doss*_* {ADV} around_ADV	K1
dot*_* every_DET i_SYM and_CCONJ cross*_* every_DET t_SYM	N5.1+
dot_NOUN matrix_NOUN	Y2
dotted_* {PRON/ADV/Np} about_*	M6
dotted_* {PRON/ADV/Np} around_*	M6
doubl*_* {PRON/ADV/Np} up_ADV	N5+/A2.1 A6.1+ E4.1+ S1.1.2+
double-decker_ADJ sandwich*_NOUN	F1
double_* breasted_*	B5
double_* check*_*	X2.4/N6+
double_* decker_* bus*_NOUN	M3fn
double_* glazing_*	H5
double_ADJ Dutch_ADJ	X2.5- K6
double_ADJ bass*_NOUN	K2
double_ADJ bass_NOUN player*_NOUN	K2/S2mf
double_ADJ bed*_NOUN	H5
double_ADJ bedroom*_NOUN	H2
double_ADJ cream_NOUN	F1
double_ADJ dealing_NOUN	G2.2-
double_ADJ decker*_NOUN	M3
double_ADJ edged_ADJ sword*_NOUN	A7-
double_ADJ entry_NOUN bookkeeping_NOUN	I2.1/I1.1
double_ADJ figures_NOUN	N1
double_ADJ first_ADJ	P1
double_ADJ glazed_*	H2
double_ADJ loop*_NOUN	M5
double_ADJ pneumonia_NOUN	B2-
double_ADJ standard*_NOUN	A5.1/A6.1-
double_ADJ time_NOUN	I1.1/I3.1
double_ADJ vision_NOUN	B2-/X3.4
double_ADJ yellow_ADJ line*_NOUN	M3
double_ADJ yellows_NOUN	M3
doughnut_NOUN shop*_NOUN	F1/I2.2c
dovetail*_* {PRON/ADV/Np} in_ADV	A1.8+
down_* and_CCONJ out*_*	I1.1-/S2mf I1.1-
down_* country_*	M6
down_* hill_PROPN	A12+ A5.1-/A2.1 M6
down_* in_ADP the_DET dumps_NOUN	E4.1-
down_* in_ADP the_DET {ADJ/INTJ} mouth_NOUN	E4.1-
down_* market_NOUN	O4.2-
down_* payment*_NOUN	I1.2
down_* side*_NOUN	A5.1-
down_* south_*	M6
down_* this_DET way_NOUN	M6
down_* to_*	X6+ A2.2 M6 N5.1+
down_* to_* earth_*	S1.2.1+ A12+ A5.2+
down_* to_ADP the_DET ground_NOUN	N5.1+
down_* town_*	M6
down_* turn_NOUN	A5.1-/A2.1
down_ADP the_DET line_NOUN	M6
down_ADP the_DET {ADJ/INTJ} drain_NOUN	X9.2-
down_ADP the_DET {ADJ/INTJ} road_NOUN	N3.3-
down_ADV below_ADV	M6
down_ADV here_ADV	M6
down_ADV there_ADV	M6
downstairs_ADV companies_NOUN	I2.1/N3.2-
downstairs_ADV company_NOUN	I2.1/N3.2-c
downward_ADJ spiral*_NOUN	A5.1-/A2.1
dowsing_NOUN rod*_NOUN	S9/O2
doz*_* {ADV} off_ADV	B1
draft_* evader*_NOUN	G3-/S2mf
drag*_* *_DET {ADJ/INTJ} feet_NOUN	N3.8-
drag*_* {PRON/ADV/Np} about_ADV	M2
drag*_* {PRON/ADV/Np} along_ADV	M2
drag*_* {PRON/ADV/Np} around_ADV	M2
drag*_* {PRON/ADV/Np} away_ADV	M2
drag*_* {PRON/ADV/Np} away_ADV	M2
drag*_* {PRON/ADV/Np} down_ADV	M2 A5.1-/A2.1 E4.1-
drag*_* {PRON/ADV/Np} in_ADV	M2
drag*_* {PRON/ADV/Np} in_ADV screaming_VERB	X7-
drag*_* {PRON/ADV/Np} on_*	T2++ M2
drag*_* {PRON/ADV/Np} out_ADV	M2 S7.1+@ T1.3+@
drag*_* {PRON/ADV/Np} up_ADV	M2 A10+
drag_* artist*_NOUN	K4/S2mf
drag_* queen*_NOUN	K4/S2.2m
drag_* race*_NOUN	K5.1/M3
drag_NOUN queen*_NOUN	K4/S2mf
drain*_* {PRON/ADV/Np} out_ADV	M2 M1
drainage_NOUN system*_NOUN	B4/O2
draining_* board_NOUN	F1/O2
drainpipe_* trousers_NOUN	B5
drama_NOUN class*_NOUN	K4/P1c
drama_NOUN course*_NOUN	K4/P1
drama_NOUN critic*_NOUN	K4/Q2.2/S2mf
drama_NOUN queen*_NOUN	E1/N5.2+/S2mf
drama_NOUN school*_NOUN	K4/P1
drama_NOUN series_NOUN	Q4.3
drama_NOUN student*_NOUN	K4/P1/S2mf
draught_NOUN beer*_NOUN	F2
draw*_* *_DET own_DET {ADJ/INTJ} conclusions_NOUN	X6+
draw*_* a_DET {ADJ/INTJ} blank_*	X9.2-
draw*_* from_*	A1.5.1
draw*_* the_DET {ADJ/INTJ} line_NOUN	S7.4- T2- A4.1
draw*_* {INTJ/ADJ/DET/Np} attention_NOUN	A10+
draw*_* {PRON/ADV/Np} back_ADV	M2 M1
draw*_* {PRON/ADV/Np} out_ADV	A9+ M2 M1 Q1.2 T1.3+
draw*_* {PRON/ADV/Np} together_ADV	A9+ S5+ Q2.2
draw*_* {PRON/ADV/Np} up_ADV	X6+ Q1.2 M2 M1
draw_NOUN back*_NOUN	S8-
drawing_NOUN book*_NOUN	Q1.2/C1
dream_NOUN machine*_NOUN	O2
dream_NOUN world*_NOUN	X5.1- X4.1
dredge*_* {PRON/ADV/Np} up_ADV	M2 A10+
dredging_* {PRON/ADV/Np} up_ADV	M2 A10+
dregs_NOUN of_ADP the_DET {ADJ/INTJ} earth_NOUN	O4.2-/S2mf
dress*_* {PRON/ADV/Np} up_*	B5 A5.2-
dress_* shirt*_NOUN	B5
dress_NOUN maker*_NOUN	B5/S2mf
dress_NOUN making_NOUN	B5
dress_NOUN rehearsal*_NOUN	K4
dress_NOUN sense_NOUN	B5/O4.2
dress_NOUN shop*_NOUN	I2.2/B5c
dressed_ADJ crab_NOUN	F1
dressing_* gown*_NOUN	B5
dressing_* table*_NOUN	H5
dressing_NOUN over_ADV	Q2.2
drew_* the_DET {ADJ/INTJ} line_NOUN	S7.4- T2-
drew_* {PRON/ADV/Np} up_ADV	X6+ Q1.2 M2 M1
drew_VERB {PRON/ADV/Np} back_ADV	M2 M1
drew_VERB {PRON/ADV/Np} out_ADV	A9+ M2 M1 Q1.2 T1.3+
dribs_NOUN and_CCONJ drabs_NOUN	N6-
drie*_* {PRON/ADV/Np} up_*	O4.5 Q2.1-
dried_* {PRON/ADV/Np} out_ADV	O4.5 F2-
dried_ADJ flower*_NOUN	L3
dried_ADJ flower_NOUN arranging_NOUN	C1
dried_ADJ fruit*_NOUN	F1
drift*_* {ADV} along_ADV	M1 T2++
drift*_* {ADV} apart_ADV	S3.1- M1
drift*_* {ADV} around_ADV	M1
drift*_* {ADV} away_ADV	M1 S3.1- X5.1-
drift*_* {ADV} away_ADV	M1 X5.1-
drift*_* {ADV} off_ADV	M1 X5.1-
drift*_* {ADV} out_ADV	M1
drill*_* {ADV} down_ADV	A1.1.1
drilling_NOUN platform*_NOUN	M4/H1
drink*_* {PRON/ADV/Np} up_ADV	F2
drink-driving_ADJ campaign_NOUN	F2-/Q1.1
drink-driving_ADJ offence_NOUN	F2/G2.1-
drink_NOUN driv*_*	M3/G2.1-
drink_NOUN problem*_NOUN	F2++/B2-
drinking_* bout_NOUN	F2/N5.2+
drinking_* chocolate_NOUN	F2
drinking_* companion*_NOUN	F2/S3.1/S2mf
drinking_* session*_NOUN	F2/T1.3
drinking_* water_NOUN	F2
drinking_NOUN chocolate_NOUN	F2
drinking_NOUN trough*_NOUN	L2/F2
drinks_NOUN licence*_NOUN	F2/Q1.2
drinks_NOUN parties_NOUN	F2/S1.1.3+
drinks_NOUN party_NOUN	F2/S1.1.3+
drip_ADJ brewer_NOUN	F2/O2
driv*_* {PRON/ADV/ADJ/Np} mad_ADJ	E3-
driv*_* {PRON/ADV/Np} along_ADV	M3
driv*_* {PRON/ADV/Np} around_ADV	M3
driv*_* {PRON/ADV/Np} away_ADV	S8-/M2 M3
driv*_* {PRON/ADV/Np} crackers_*	E3-
driv*_* {PRON/ADV/Np} out_ADV	M3 M2
driv*_* {PRON/ADV/Np} round_ADP the_DET {ADJ/INTJ} bend_NOUN	E3-
driv*_* {PRON/ADV/Np} round_ADP the_DET {ADJ/INTJ} twist_NOUN	E3-
driv*_* {PRON/ADV/Np} up_ADP the_DET {ADJ/INTJ} wall_NOUN	E3-
driv*_* {PRON/ADV/Np} up_ADV the_DET {ADJ/INTJ} wall_NOUN	E3-
driv*_* {PRON/INTJ/Np/ADV/ADJ} crazy_ADJ	E3-
driv_* {PRON/ADV/Np} apart_ADV	S5-/A2.2 A1.1.1
drive*_* {PRON/ADV/Np} up_ADV	M3 N5+/A2.1
drive*_VERB {PRON/ADV/Np} back_ADV	M3 S8-
drive*_VERB {PRON/ADV/Np} in_ADV	M3 A1.1.1
drive*_VERB {PRON/ADV/Np} off_ADV	M3 M2
drive*_VERB {PRON/ADV/Np} round_ADV	M3 M2
drivers_NOUN licence*_NOUN	M3/Q1.2
driving_* instructor*_NOUN	M3/S2mf
driving_* lesson*_NOUN	M3/P1
driving_* licence*_NOUN	M3/Q1.2
driving_* school*_NOUN	M3/P1c
driving_* test*_NOUN	M3
driving_* {PRON/ADV/Np} back_ADV	M3 S8-
driving_* {PRON/ADV/Np} in_ADV	M3 A1.1.1
