mwe_template	semantic_tags
número_noun primo_adj	A11.1+++ A5.1+++ A4.2+ A5.1+++/T1.2 Q2.2 A1.1.1 G3
números_noun redondos_adj	I1.1
um_det bocado_noun	N5+ N3.3+ N3.4+
o_det despertar_verb	B1 X5.2+
o_det ensaio_noun	X8+ K5.1 X2.4 Q2.2 G2.1 A12-
levantar_verb se_pron	A2.1 M2
o_det mais_adv alto_adj	M6 A11.1+++
o_det mais_adv distante_adj	N3.3+
o_det mais_adv próximo_adj	N3.3--- S3.1 A6.1+++ T1.3--- Z5
o_det melhor_adj	A5.1++ G2.2++ O4.2++ A5.1+++ O4.5 A5.1++/S2mf
o_det mesmo_adv	A6.1+++
o_det mesmo_pron que_conj "_punc ascendant_noun "_punc	S9
o_det mesmo_pron que_conj "_punc fagot_noun "_punc	F1 E2-/S3.2/S2mf
negócio_noun	I2
o_det próprio_adj	S5-
troço_noun	O2 N3.6-
o_pron que_pron	X2.1 Z5 Z8
o_pron que_pron quer_verb que_conj	X2.1 Z8 Z5
o_pron que_pron quer_verb que_conj ..._punc	X2.1 Z8 Z5
o_pron que_pron se_pron mastiga_verb	F1/B1 X2.1
objeto_noun em_prep exposição_noun	A10+ O2/A10+
obra_noun clássica_adj	A4.1 A5.1+ T3+ Q4.1 K2
obra_noun de_prep carpintaria_noun	C1 H2
observação_noun inteligente_adj	A1.1.2 X3.2 N3.3--- E4.1+ F3 X9.2+ B2-/X1 Q2.2/E4.1+ A5.1+
observância_noun de_prep as_det leis_noun	A1.1.1 S7.1+
oceano_noun Atlântico_pnoun	Z2
oh_intj Deus_noun !_punc	Z4
olhar_noun fixo_adj	X3.4
olhar_noun raivoso_adj	E3-/X3.4 W2 X5.1+ X3.4/E3-
ombros_noun caídos_verb	M2 O4.4
onde_adv quer_verb que_conj	M6
operador_noun de_prep títulos_noun	I2.1/S2mf K5.2/S2mf F3/S2mf
os/as_verb quais_pron	A13.3 A6.1+ Z5 Z8
os_det danos_noun	A1.1.2 I1.1+/G2.1
os_det fatos_noun básicos_adj	A4.2+
os_det teus_det	Z8
ostra_noun jovem_adj	A6.1- E2- B1 W4 X3.2
ou_conj seja_verb	Z5
outra_det vez_noun	N6+ Z4
outro_det lugar_noun	M6/A6.1-
ovo_noun de_prep piolho_noun	S1.2.6-/S2 L2
pagamento_noun a_prep a_det vista_noun	I1.2
pagamento_noun parcial_adj	I1.2
pagamento_noun por_prep serviços_noun	I1.1
pago_verb como_conj multa_noun	A9-
paixão_noun cega_adj	X5.2+/N5.2+
palavra_noun por_prep palavra_noun	A6.1+++
panela_noun de_prep pressão_noun	F1/O2
pano_noun de_prep fundo_noun	M6
papel_noun barato_adj	Q4.2
papel_noun de_prep alumínio_noun	O1.1 S8- G3
papel_noun de_prep carta_noun	Q1.2
papel_noun de_prep embrulho_noun	A1.1.1 O2
papel_noun de_prep parede_noun	H5
papo_noun furado_verb	Q2.1/A5.2- Q3
para_prep a_det frente_noun	M6
para_prep aqui_adv	M6 T1.1.2
para_prep baixo_adj	F1/B1 A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Q1.2 O1.1 L2 Z5
para_prep cima_noun	M6 N4 N5++ T2- X9.1+ A1.1.1 N5+/A2.1 Z5
para_prep dentro_adv	M6 G2.1@ Z5
para_prep diante_adv	K5.1/S2mf M2 M6 A5.1+/A2.1 S1.2.3+ T4+ T1.1.3
para_prep fora_adv	F1 M6 A11.2+
para_prep fora_adv de_prep	K5.1 M6 S3.2 Z5
para_prep possuir_verb	A9+ S5-
para_prep que_pron	A13.3 A6.1+ Z5 Z8
para_prep sempre_adv	T2+++ N6+++
para_prep trás_prep	M6 X9.1- T1.1.1
parada_noun cardíaca_adj	B2-
parque_noun de_prep diversões_noun	K1/M7
parque_noun principal_adj	A11.1+ N5+++ O2/M4 O3
parte_noun de_prep cima_noun	M6 A11.1++ F3@
parte_noun dianteira_adj	A11.1+ M6 S7.1+ Z4 M7/W3 A4.1 A10- S1.2.3+ W4 Q4.3
parte_noun inferior_adj	M7 T2+ A1.1.1 O1 K5.1@ B1% A5.1- M6 A2.2
parte_noun lateral_adj de_prep a_det cama_noun	H5
parte_noun traseira_adj	B1 M6 B1@ N6+ T1.1.1 S1.1.2+ S4 F4 M1 S8+ K5.1/I1 K2
participação_noun em_prep o_det mercado_noun	N5/I2.1
participação_noun especial_adj	C1 Q4.3 B5
passa_verb de_prep Corinto_noun	F1
passagem_noun de_prep ar_noun	M5 B3
passagem_noun de_prep ônibus_noun	M3/Q1.2
passagem_noun estreita_adj	H2
passeio_noun a_prep pé_noun	M1 L2 X9.2+/A12+
passo_noun a_prep passo_noun	N3.8- N4
passo_noun arrastado_verb	O4.2-
passo_noun largo_adj	M1 N3.3 N3.7 X9.2+
pasta_noun de_prep dentes_noun	B4
pasta_noun de_prep papéis_noun	O2/Q1.2 O2 Y2 S5+/N4 Q1.2 A1.1.1
patrimônio_noun líquido_adj	G2.2+ G2.1 I1.1
pausa_noun para_prep o_det cafezinho_noun	K1/T1.3
pausa_noun para_prep o_det lanche_noun	K1/T1.3
pauta_noun de_prep o_det dia_noun	Q1.2/X7+
pauta_noun musical_adj	K2 O2 S8-
pedaço_noun de_prep fumo_noun de_prep mascar_verb	I1
pedido_noun de_prep casamento_noun	Q2.2 X7+ S3.2/Q2.2
pedido_noun de_prep demissão_noun	A9- Q2.2 S7.1- I3.1
pedra_noun de_prep calçamento_noun	O2
pedra_noun preciosa_adj	O1.1 O4.2+ O4.2+/S2mf X4.1 O2 B5
pegar_verb o_det touro_noun pelos_prep chifres_noun	A1.1.1 K5.1 Q2.2
peixe_noun carnívoro_adj	F4/S2mf K5.1/S2mf
peixe_noun miúdo_noun	A11.1-
pele_noun de_prep arminho_noun	O1.1 L2
pele_noun de_prep marta_noun	L2 B5
pele_noun fina_adj	Q4.3 O2/C1 O1.1 O1.2 B3
pelo_prep menos_adv	A13.7
pelo_prep que_pron	Z5
pena_noun capital_noun	G2.1/L1-
pensão_noun alimentícia_adj	A1.1.1 I1.1 I1.1/S4 T2++ I1.2/G2.1
pequena_adj quantia_noun	N5- Q1.2 Q2.2
pequeno_adj almoço_noun	F1
per_prep capita_noun	S1.1.2+
perda_noun de_prep memória_noun	B2- A10- O4.3 G3@
permanência_noun breve_adv	M8
perna_noun mecânica_adj	A1.7+ O2 N5
pertencente_adj a_prep o_det final_noun	N4
perto_adv de_prep	M6 Z5
período_noun de_prep tempo_noun	T1.3 Z5
período_noun integral_adj	T1.3 K5.1/T1.2
peso_noun extra_adj	N3.5/N5.2+
peso_noun morto_adj	A1.5.2- N3.6+
pesquisa_noun de_prep mercado_noun	I2.1/X2.4
pessoa_noun atraente_adj	O4.2+
pessoa_noun conhecida_verb	S3.1/S2mf X2.2+
pessoa_noun eficiente_adj	A1.1.1 O2 Y2
pessoa_noun idosa_adj	S7.1+/S2mf T3+/S2mf S9/S2mf T3++
pessoa_noun importante_adj	A11.1/S2mf
pessoa_noun privilegiada_verb	A5/S2mf O4.2/S2mf
pessoa_noun qualquer_det	A1.1.1 O2 Z1
pessoa_noun que_pron viaja_verb diariamente_adv	M3/S2mf
pessoa_noun tímida_adj	B5
pessoal_noun de_prep casa_noun	S4c B4
peste_noun bubônica_adj	B2-
petróleo_noun bruto_adj	O1.2
peça_noun embutida_verb	A1.1.1 O2
pia_noun batismal_adj	Q1.2 S9/H5
pintura_noun abstrata_adj	A1.6
pirata_noun eletrônico_adj	O2 O4.2+/S2.1f A5.1+ F1
pista_noun de_prep patinação_noun	M7/K5.1
planilha_noun eletrônica_adj	Q1.2
plano_noun de_prep pensão_noun	I1.1
pleno_adj vigor_noun	L3 X9.2+
plural_noun de_prep "_punc penny_noun "_punc	I1
pneu_noun recauchutado_verb	Q2.1 Q2.2
policial_adj montado_verb	G3/S2mf G2.1/S2mf
polícia_noun militar_adj	G2.1/G3
ponha_verb em_prep perigo_noun	A15-
ponta_noun de_prep flecha_noun	G3 L3
ponte_noun pênsil_adj	H1
ponto_noun cardeal_adj	N1 N5 T1.3 H4
ponto_noun de_prep apoio_noun	A11.1+ S8+ L2
ponto_noun de_prep encontro_noun	M7 S1.1.3+ S3.1 A10- S3.1/T1.1
ponto_noun de_prep exclamação_noun	Q3
ponto_noun de_prep inflexão_noun	A11.1+/A2.1+
ponto_noun de_prep partida_noun	T2+
ponto_noun de_prep vista_noun	X2.1 T1.1.3 Q1.1 X4.1
ponto_noun de_prep ônibus_noun	M3/M7
ponto_noun final_adj	H1/M3 T1.3 B1 Q3 P1/T1.3 T1.1.1
ponto_noun fraco_adj	S1.2.5- O4.1 S7.1- A5.1- X9.1- E2+
ponto_noun inicial_adj	H2 N5
ponto_noun vital_adj	A2.2 O2
por_prep ano_noun	N6
por_prep atacado_noun	I2.2 N5.1+
por_prep aí_adv	A13.4
por_prep baixo_adj	M6 Z5
por_prep cabeça_noun	S1.1.2+
por_prep causa_noun de_prep	A2.2
por_prep cause_verb de_prep	Z5/A2.2
por_prep cento_noun	N5
por_prep conseguinte_adj	Z5/A2.2
por_prep conta_noun	I1.2
por_prep de_prep o_det sol_noun	T1.2 W2
por_prep definição_noun	A1.9 A6.2+
por_prep encomenda_noun	A1.1.1/A6.2-
por_prep enquanto_adv	T1.1.2 M6 N5
por_prep esta_det razão_noun	Z5
por_prep exemplo_noun	Z5
por_prep extenso_adj	N5+ N4
por_prep falar_verb em_prep isso_pron	Z4
por_prep favor_noun	E4.2+ E2+ X7+ Z4
por_prep fim_noun	N4 Z4
por_prep inteiro_noun	A13.2
por_prep isso_pron	N4 Z5 T1.2
por_prep mais_adv tempo_noun	T1.3++ N3.7++ N3.3++ N3.2++
por_prep meio_noun de_prep	M6 Z5 X4.2
por_prep muito_det tempo_noun	N3.7+ T1.3+ N3.3+ N3.2+ X7+
por_prep outro_det lado_noun	Z4 Z5
por_prep pouco_adv	A13.7
por_prep toda_det a_det parte_noun	M6/N5.1+ N5.1+
por_prep toda_det a_det vida_noun	T1.3+
por_prep todo_det	N5.1+ M6 Z5
por_prep volta_noun de_prep	A13.4 M6 Z5
por_prep último_noun	N4
porra_intj louca_noun	B2-/S2mf S1.2.6-/S2mf S1.2.6- B2-/X1
porta_noun a_prep porta_noun	H3
porta_noun de_prep emergência_noun	H2/A15- M3/A15-
porte_noun postal_adj	Q1.2
porto_noun de_prep escala_noun	M7
posição_noun de_prep rebatida_noun	M6
posto_noun avançado_verb	M7
posto_noun de_prep controle_noun	M7/M3
posto_noun de_prep gasolina_noun	M3/H1c
pouco_adv a_prep pouco_adv	N3.8-
pouco_adv usual_adj	A6.2-
prato_noun principal_adj	F1
prato_noun raso_adj	F1/O2
prazo_noun de_prep entrega_noun	T1.2
prazo_noun final_adj	T1.2
precipitação_noun pluviométrica_adj	W3/W4
preparo_noun mental_adj	O2
prestador_noun de_prep serviço_noun	I2.1/S2mf
prestação_noun de_prep contas_noun	Q2.2 S7.1- X3.2
prevenção_noun de_prep acidentes_noun	A1.4/S8-
previdência_noun social_adj	I1.1/G1.1 I1.2/G1.1
previsão_noun de_prep o_det tempo_noun	W4/X2.6+
preço_noun pago_adj pelo_prep uso_noun de_prep patent_noun	S7.1+ I1.1
primeira_adj mão_noun	N4
primeiro_adj estágio_noun	B3 M2 A5.1+/A2.1
primeiro_adj passo_noun	A1.1.1 T2+ O2 I3.1
primeiro_adj plano_noun	A11.1+ M7
primeiros_adj socorros_noun	B3
princíp_noun io_verb	A9+ T2+ Q1.1 X2.2 W3/M4
princípio_noun básico_adj	S8+
prisão_noun de_prep ventre_noun	B2-
procedimento_noun legal_adj	G2.1
processamento_noun de_prep dados_noun	Y2
processo_noun decisório_adj	X6+
processo_noun operacional_adj	X4.2
procura_noun por_prep bens_noun e_conj serviços_noun	I2.2 G2.1@ I2.2/O2
produto_noun acabado_verb	O2/N4 A2.2/N4
produto_noun básico_adj	A1.1.1 A11.1+ O2 F1 O1
produto_noun de_prep consumo_noun	O2
produtor_noun de_prep espetáculos_noun	K4/S2.2m
profissional_adj autônomo_adj	I3.1/S5-
proibido_verb para_prep menores_noun	Q4.3
promoção_noun exagerada_verb	Q2.2/I2.2
propaganda_noun musical_adj em_prep rimas_noun	X3.2+ K2
propenso_adj a_prep acidentes_noun	A15-
propriedade_noun arrendada_verb	I2.2
propriedade_noun senhorial_adj	H1c H1/G2.1
protegido_verb por_prep "_punc copyright_noun "_punc	G2.1/A9+
prova_noun de_prep impressão_noun	T4+/Q1.2
proveniente_adj de_prep	M6
provisão_noun de_prep reserva_noun	A9+ N5+
próximo_adj a_prep	M6 Z5
pulso_noun de_prep disparo_noun	N3.1 Q2.1% O2/T1
punho_noun ou_conj guarda_noun	O2
purê_noun de_prep batatas_noun	F1
pá_noun grosseira_adj	O2 K5.2 S2/O4.3mf
página_noun central_adj	Q4.2/C1
pássaro_noun canoro_adj	L2mfn
pão_noun doce_adj	Z2 Z2/Q3 Z2/S2mfnc F1
pãozinho_noun de_prep sanduíche_noun	F1 O4.4
pílula_noun abortiva_adj	B3
pílula_noun de_prep o_det dia_noun seguinte_adj	B3
quadra_noun de_prep tênis_noun	K5.1/M7
qualificado_verb por_prep direito_noun	S7.4+
qualquer_det coisa_noun	Z8
qualquer_det um_det	Z8mfc
quantidade_noun apreendida_verb	N5/G2
quanto_adv a_prep	Z5
quarto_noun de_prep círculo_noun	N5.1-
quarto_noun de_prep hóspedes_noun	H2
quase_adv aberto_adj	A10+
que_conj está_verb por_prep vir_verb	T1.1.3
que_conj parte_noun	I1.2 S1.2.1+ T2-
que_conj prende_verb a_det atenção_noun	K2 A11.2+ Q3
que_conj sai_verb	I1.2 S1.2.1+ T2-
que_conj vem_verb	M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2 T1.1.3 S9
queimadura_noun de_prep sol_noun	B2-/W4
quem_pron fala_verb	Q2.1/S2mf
quem_pron quer_verb que_conj	Z8
quer_verb dizer_verb	Z5
raio_noun X_noun	B3 Y1@
raiz_noun quadrada_verb	N2
rato_noun de_prep biblioteca_noun	Q4.1/S2mf
razão_noun social_adj	A7+ I2.1/S5+c O4.5 A1.7+
raça_noun de_prep cavalo_noun	O4.1/L2mfn
reação_noun em_prep cadeia_noun	O1/A2.2 A1.1.1/A2.2
recebimento_noun de_prep o_det aviso_noun	Z8
receita_noun bruta_adj	Q1.2/I1 I1.1 A9+
receita_noun orçamentária_adj	G1.1/I1 I1.1+ Z3c
receptor_noun de_prep rádio_noun	O3
rede_noun de_prep computadores_noun	Q4.3 Y2 S1.1.1 S5+c
rede_noun interna_adj de_prep comunicações_noun	Y2
redução_noun de_prep multa_noun	G2.1 B2+ T2- A9-
refeição_noun coletiva_adj	F1/O2 O2
regiões_noun rurais_adj	W3 F4/M7
relação_noun de_prep itens_noun	Q1.2
relação_noun sexual_adj completa_verb	N5.1+ N5.1+/M1
relações_noun industriais_adj	I2 I3.1
remo_noun pequeno_adj	M4
representação_noun pictórica_adj	C1 Q2.2
reservatório_noun de_prep lampião_noun	Q1.2 S9/H5
resgate_noun de_prep títulos_noun	S9 S8+ A9+
resistente_adj a_prep a_det adversidade_noun	S1.2.5+ O4.1
respeito_noun próprio_adj	S7.2+ S1.2.3+
restaurante_noun industrial_adj	F1/H2
resultado_noun líquido_adj	A11.1+++
reunião_noun de_prep cúpula_noun	W3 N5.1+ S1.1.3+
revestimento_noun interno_adj	B5 O4.1 B1
revisor_noun de_prep contas_noun	I2.1/S2mf
revista_noun barata_adj	A1.1.1 E3- O1.2 B1 L3
revista_noun de_prep moda_noun	B5/Q4.2
rifle_noun de_prep assalto_noun	G3
roda_noun de_prep o_det leme_noun	O2/M4
rotina_noun exaustiva_adj	S7.3+
rotina_noun monótona_adj	K2 O2
roupa_noun branca_adj	O1.1 H5
roupa_noun de_prep baixo_adj	B5
roupa_noun de_prep lã_noun	O1.1
roupa_noun de_prep noite_noun	B5/T1.3
roupa_noun esportiva_adj	B5/K5.1
roupa_noun para_prep lavar_verb	B4
roupão_noun feminino_adj	B5
rumo_noun a_prep o_det norte_noun	M6
ruíde_verb o_pron agudo_adj	A1.1.2 X3.2 N3.3--- E4.1+ F3 X9.2+ B2-/X1 Q2.2/E4.1+ A5.1+
ruíde_verb o_pron de_prep fundo_noun	X3.2
sabedoria_noun tradicional_adj	L2 X2.2
sair_verb com_prep	T1.1.2
sala_noun de_prep aula_noun	P1/H2
sala_noun de_prep espera_noun	H2
sala_noun de_prep estar_verb	H2
sala_noun de_prep jantar_verb	H2
sala_noun de_prep operação_noun	B3/H1 B3/H2 
sala_noun de_prep reuniões_noun	H2/S7.1+
sala_noun de_prep visitas_noun	H2
salada_noun de_prep repolho_noun cru_adj	F1
salário_noun líquido_adj	F1
salão_noun de_prep barbeiro_noun	B4/H1
salão_noun de_prep beleza_noun	H2
salão_noun de_prep jantar_verb	F1/S2mf F1/H1
sangue_noun coagulado_verb	B1
sapato_noun alto_adj	B5
sapato_noun baixo_adj	M2 A1.1.1 A9- Q2.2 S8+ B3 O2 B5
saque_noun a_prep descoberto_verb	I1.2
secretária_noun eletrônica_adj	Q1.3
seda_noun crua_adj	B4 O1
seguidor_noun de_prep Carl_pnoun Jung_pnoun	Z3
segunda_adj mão_noun	T3+
segunda_adj pele_noun	B5
segundo_prep o_pron qual_pron	Z5
seguridade_noun social_adj	I1.1/G1.1
seguro_noun de_prep vida_noun	I1.1
seja_verb onde_adv for_verb	M6
seja_verb quem_pron for_verb	Z8
selva_noun de_prep pedra_noun	M7/A5.1-
sem_prep auxílio_noun	S1.2.5- S7.1- X9.1-
sem_prep base_noun	A5.2- A5.3-
sem_prep competidores_noun	A5.1+++
sem_prep corda_noun	O4.2-
sem_prep corte_noun	O4.5 A5.2+
sem_prep dedução_noun	I1.1 N1 N5.1+ O4.2- N5
sem_prep defeito_noun	A5.1+
sem_prep demora_noun	N3.8+ T1.1.2
sem_prep dúvida_noun	A5.1+ A7+ Z4
sem_prep emenda_noun	B5
sem_prep entraves_noun	A1.7-
sem_prep entusiasmo_noun	O4.6 X5.2-
sem_prep escalas_noun	T2+
sem_prep exagero_noun	A13.2 Q3
sem_prep fala_verb	Q2.1-
sem_prep falar_verb em_prep	Z5
sem_prep filhos_noun	S4
sem_prep fim_noun	T2+++ N2 N5+
sem_prep fio_noun	O4.5 A5.2+ Q4.3 Q1.3
sem_prep forças_noun	S7.1-
sem_prep fundamento_noun	A5.2- A5.3-
sem_prep fundo_noun	A1.7- N3.1
sem_prep gosto_noun	O4.2-
sem_prep graça_noun	O4.2- S1.2.4- G2.2- S9 X5.2- O4.3 W2 W4 X3.2 N5- O4.1
sem_prep igual_adj	A5.1+++
sem_prep imaginação_noun	M3 A6.2+ M3/S2mf
sem_prep importância_noun	A11.1-
sem_prep juros_noun	I1.1
sem_prep lar_noun	H4- H4-/S2c
sem_prep lei_noun	G2.1-
sem_prep levar_verb em_prep conta_noun	A11.1- E6+
sem_prep mangas_noun	B5/O4.1
sem_prep móveis_noun	H5-
sem_prep nexo_noun	A7- S1.2.6- X2.5-
sem_prep nome_noun	Q2.2
sem_prep nuvens_noun	W4
sem_prep par_noun	A5.1+++
sem_prep parar_verb	A2.1- T2+
sem_prep pausa_noun	A2.1-
sem_prep precedentes_noun	A6.2-
sem_prep preparação_noun prévia_adj	A1.4 K4 Q2.2
sem_prep pressa_noun	N3.8-
sem_prep propósito_noun	A1.5.1- A1.5.2- X5.2- S1.2
sem_prep rodeios_noun	A12+ A10+/S1.2
sem_prep rosto_noun	S1.2.1- X2.2-
sem_prep saída_noun	M3 X2.6- X9.2-
sem_prep sentido_noun	A1.5.2- A11.1-/Q1.1 Q3 X9.2- A5.2- S1.2.6-
sem_prep uso_noun	F1 I1.1/H1 I1.1
sem_prep valor_noun	A1.1.2 A5.1- A1.5.1- A1.5.2- X5.2- S1.2 I1.3- Z6/Z8 N1
sem_prep vintém_noun	I1.1-
sementeira_noun coberta_verb por_prep vidro_noun	L3/O2
senso_noun comum_adj	S1.2.6+
sentido_noun horário_noun	M6
seqüestro_noun de_prep avião_noun	G2.1- A9+/G2.2-
ser_verb conivente_adj com_prep	G2.2-
ser_verb contíguo_adj com_prep	M6 A1.8+
serviçal_adj masculino_adj	S7.1-/S2.2m
serviço_noun de_prep jantar_verb	O2/F1
serviço_noun militar_adj obrigatório_adj	G3 S6
serviço_noun secreto_adj	X9.1+ X2.2+ S1.2.6+
serviços_noun públicos_adj	A1.5.2 O2
sexo_noun feminino_adj	S2.1
sexo_noun masculino_adj	S2.2
sexo_noun oral_adj	B1 S7.1+/S2mf P1/S2mf X1 M6 A4.1 S2mf F2 H5/M4% S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3 S3.2
shopping_noun center_verb	I2.2/H1c M3/H3
significado_noun oculto_adj	A8
sindicato_noun de_prep trabalhadores_noun	G1.2/I3.1/S5+c S5+c
situação_noun financeira_adj	B4 P1 O4.1 S6+ B2- B2+ Z7
sob_prep a_det condição_noun de_prep que_pron	Z5
sob_prep medida_noun	A1.1.1/A6.2- A6.2+ S1.1.1 I2.2
sob_prep o_det patrocínio_noun de_prep	S7.1-
sociedade_noun anônima_adj	I2.1/S5c G1.1c
soldado_noun motorizado_verb	G3/S2mf G2.1/S2mf
soleira_noun de_prep a_det porta_noun	H2 
solstício_noun de_prep verão_noun	T1.3
solução_noun de_prep problema_noun	A12/X9.2+ X4.1 N2
som_noun de_prep buzina_noun	X3.2
som_noun de_prep carrilhão_noun	X3.2
som_noun grave_adj	K2 K3
soma_noun global_adj	I1.1
somente_adv de_prep ida_noun	Z3c
subscritor_noun de_prep seguros_noun	I2.1/S2mf
substância_noun detergente_adj	H1/S2mf A1.1.1/S2mf
substância_noun inflamável_adj	K2 K2/S2mf K2/S5
substância_noun química_adj	O1
sucesso_noun inconteste_adj	A1.1.1 X3.2 S3.2/B1
sujeito_noun a_prep	A1.2+
suporte_noun de_prep prateleira_noun	O3 S8+
sérios_adj apuros_noun	Z3c
só_adv por_prep precaução_noun	A1.3+
só_adv pra_prep prevenir_verb	A1.3+
sólido_adj como_conj uma_det rocha_noun	O4.5 A2.1-
taco_noun de_prep bilhar_noun	Q1.1 K5.1
taco_noun de_prep pólo_noun	O2
talento_noun artístico_adj	X9.1+ C1
talão_noun de_prep cheques_noun	Q1.2/I1
tambor_noun grave_adj	K2
tampinha_noun de_prep garrafa_noun	B5/S7.1+ G1.1 B1 W4 I1 B3 O4.4 S7.1+ M6 X9.2+
tanque_noun de_prep combustível_noun	L2
tanto_adv quanto_adv	Z5
tanto_adv quanto_adv possível_adj	N5.1+++
tanto_adv que_conj	Z5
taxa_noun alfandegária_adj	I1.3
taxa_noun de_prep juros_noun	I1
taxa_noun de_prep juros_noun mínima_adj	I2.2 Q2.2
teatro_noun lírico_adj	K2/H1c
tecido_noun grosseiro_adj	S3.2/B1
teia_noun de_prep aranha_noun	L2/O2
telefone_noun celular_adj	Q1.3
telegrafia_noun sem_prep fio_noun	Q4.3 Q1.3
televisão_noun a_det cabo_noun	Q4.3
telhado_verb de_prep palha_noun	H1
tema_noun central_adj	A11.1++
tempestade_noun com_prep trovoadas_noun	W4
tempestade_noun de_prep idéias_noun	X2.4
tempo_noun de_prep chuva_noun	G1.2 O1.2 W4 X5.2-
tempo_noun de_prep serviço_noun	S7.1++ T3++
tempo_noun real_adj	Y2 T1.1.2
tempos_noun difíceis_adj	A12-
tendendo_verb a_det	X7+
tendente_adj a_prep	A8 M6@
tendente_adj a_prep a_det alta_noun	I2.1
tendente_adj a_prep a_det baixa_noun	I2.1
tentativa_noun de_prep escalar_verb	E3- G3 X8+
ter_verb conhecimento_noun	B1 X1
terapia_noun ocupacional_adj	B3
terra_noun inculta_adj	F4 X9.2-
terreno_noun baldio_noun	W3/L3 M7/O4.2-
testemunha_noun ocular_adj	G2.1/S2mf X3.4/S2mf
tintim_verb por_prep tintim_noun	N4
tipo_noun de_prep limusine_noun	M3 O2/M3
toda_det vez_noun que_pron	Z5
todo_det a_det gente_noun	Z8/N5.1+c
todo_det mundo_noun	Z8/N5.1+c
tom_noun pastel_noun	C1 O4.3
tomada_verb de_prep decisões_noun	X6+
toque_noun de_prep recolher_verb	G2.1
torre_noun de_prep perfuração_noun	M4/H1
torrão_noun de_prep açúcar_noun	F1
trabalhador_noun braçal_adj	I3.1/S2mf
trabalhador_noun medíocre_adj	Y2/S2mf
trabalho_noun de_prep casa_noun	A1.1.1
trabalho_noun de_prep parto_noun	A1.7+ G2.1 A12-
trabalho_noun doméstico_adj	A1.1.1/H1 B4/H4 H4 A1.1.1 I1/H4
trabalho_noun em_prep grupo_noun	I3.1/S5+ A1.1.1/S5+
trabalho_noun infantil_adj	T3-/I3.1
trabalho_noun penoso_adj	E2-
tradução_noun literal_adj	Q1.2/A10- H5 K5.2
traje_noun noturno_adj	B5/T1.3
transferência_noun escrita_verb	P1 A1.1.1 A9-
trem_noun de_prep carga_noun	M2
trem_noun de_prep ferro_noun	K5.1 P1 M2 K5.1/I3.2/S2mf P1/I3.2/S2mf M3fn
trem_noun de_prep passageiros_noun	M3/S2mf
trem_noun de_prep subúrbio_noun	M3
tributo_noun a_prep a_det vida_noun	Z3c
trilha_noun sonora_adj	K3
triturador_noun de_prep lixo_noun	X7- M2
trote_noun estudantil_adj	E4.1+ O2 Q4.2
tráfego_noun de_prep dados_noun	F3/G2.1- G2.1-/I2.2 M3 M4 M1 S1.1.2+
tu_pron mesmo_adv	Z8
tubo_noun de_prep ensaio_noun	O2/Y1
tufo_noun de_prep penas_noun	L3 W3 N3.2+
título_noun de_prep propriedade_noun	A9+ I3.1
um_det bocado_noun	A13.3
um_det dia_noun	T1.1.3
um_det dia_noun desses_prep	T1.1.3
um_det dólar_noun	I1 L2mn S8- M1
um_det mil_num	N3.3 N3.7 Q3 Z5
um_det monte_noun	A13.3 N6+
um_det número_noun regular_adj	N5+
um_det outro_det	A6.1- N5++
um_det pouco_pron	A13.6 B1 A12- N5- N5.1- O2 Y2 N6-
um_det quarto_adj	N1 N5 T1.3 H4
um_det tanto_det	A13.6
um_det tipo_noun de_prep	A13.5 Z4 E2++
um_num a_prep o_det outro_pron	Z8
um_num a_prep um_det	A6.1- N4
uma_det boa_adj quantidade_noun	N5+
uma_det comunicação_noun	Q2.1 Q1.2 Q1.3 Q4.3
uma_det grande_adj quantidade_noun	N5+
uma_det quantidade_noun	N5 N5+/A2.1
uma_det vez_noun	N6- T1.1.1 Z5
uma_det vez_noun em_prep a_det vida_noun outra_pron em_prep a_det mort_noun	N6-
uma_det vez_noun que_pron	N6- T1.1.1 Z5
unidade_noun de_prep luz_noun	S1.2.6-/S2 L2
unidade_noun de_prep medida_noun	F1/L2 S3.2
urna_noun eleitoral_adj	G1.2
usina_noun siderúrgica_adj	A5.4- C1/M7
uso_noun impróprio_adj	G2.2-/A1.5.1
uísque_noun escocês_adj	F2
v.pp._verb de_prep "_punc te_pron o_det wear_noun "_punc	B5 A1.1.1 O4.1
v.pt._verb de_prep "_punc te_pron o_det go_noun "_punc	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%
v.pt._verb de_prep "_punc te_pron o_det steal_noun "_punc	G2.1-/A9+
v.pt._verb de_prep "_punc te_pron o_det wear_noun "_punc	B5 A1.1.1
v.pt._verb e_conj pp._verb de_prep "_punc te_pron o_det weep_noun "_punc	E4.1-
vale_verb estreito_noun	W3
vale_verb postal_adj	I2.2/Q1.2
valor_noun declarado_verb	A8
valor_noun facial_adj	A8
valor_noun nominal_adj	A8
vara_noun de_prep marmelo_noun	G2.1 O2 L3 L2mfnc
vaso_noun de_prep barro_noun	F1/O2 S1.2.5-/S2mf A5.2-
vaso_noun sangüíneo_adj	B1
